DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Spain,2020,157,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Finland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,120,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,14,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,57,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,5,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,9,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,5,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,21,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,308,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,31,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,201,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,101,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,16,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,8,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 40 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,21,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,20,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,190,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,18,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,63,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,152,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,62,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Spain,2020,351,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Finland,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,248,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,41,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,117,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,8,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,25,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,17,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,59,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,5,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,493,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,34,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,389,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,157,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,41,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,10,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 49 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,39,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,364,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,296,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,67,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,659,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,3336,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,103,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,27,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,9,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,445,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,3731,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 45 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,441,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,,c
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Spain,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Finland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,,c
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,,c
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,,c
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 5 to 9 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,61,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,295,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,41,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,92,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,316,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,16,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,138,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Spain,2020,641,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Finland,2020,4,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,497,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,84,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,178,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,20,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,59,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,4,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,19,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,121,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,3,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,837,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,64,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,720,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,288,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,74,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,23,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 50 to 54 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,71,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,101,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,547,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,79,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,1,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,224,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,637,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,18,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,2020,5,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Greece,2020,170,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Spain,2020,1179,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Finland,2020,12,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,France,2020,881,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,2020,152,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,2020,292,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,2020,34,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,2020,0,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,2020,124,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,2020,8,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,2020,36,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Malta,2020,2,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,2020,236,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Norway,2020,8,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Poland,2020,1584,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,2020,121,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Romania,2020,927,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,2020,484,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,2020,137,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,2020,41,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 55 to 59 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,2020,148,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 60 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Austria,2020,182,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 60 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,2020,907,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 60 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,2020,158,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 60 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,2020,10,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 60 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,2020,402,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 60 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,1120,
ESTAT:HLTH_CD_ARO(1.0),31/01/23 23:00:00,Annual,Number,Total,From 60 to 64 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,2020,33,
